"ind_date_anchor","ind_obs_note","ind_place","ind_num_Death: Overdose Death","ind_num_Death: Illicit Opioid Overdose","ind_num_CSRS: Patients Receiving Buprenorphine","ind_num_CSRS: Patients Receiving Opioids","ind_num_DMH: Treatment Services","ind_num_DSS: Foster Care due to Parental SU","ind_num_ED Visits: Overdose ED Visit","ind_denom_Death: Overdose Death","ind_denom_Death: Illicit Opioid Overdose","ind_denom_CSRS: Patients Receiving Buprenorphine","ind_denom_CSRS: Patients Receiving Opioids","ind_denom_DMH: Treatment Services","ind_denom_DSS: Foster Care due to Parental SU","ind_denom_ED Visits: Overdose ED Visit","ind_rate_Death: Overdose Death","ind_rate_Death: Illicit Opioid Overdose","ind_rate_CSRS: Patients Receiving Buprenorphine","ind_rate_CSRS: Patients Receiving Opioids","ind_rate_DMH: Treatment Services","ind_rate_DSS: Foster Care due to Parental SU","ind_rate_ED Visits: Overdose ED Visit"
"2020",NA,"Alamance",48,34,697,24717,697,59,256,171960,48,171954,171954,171960,135,171960,27.9,70.833333333,0.405340963,14.374193098,405.326820191,43.703703704,148.9
"2020",NA,"Alexander",7,6,458,6067,323,48,34,36489,7,36482,36482,36489,77,36489,19.2,85.714285714,1.255413629,16.630118963,885.198278933,62.337662338,93.2
"2020",NA,"Alleghany",2,0,76,2102,49,22,9,10895,2,10897,10897,10895,62,10895,18.4,0,0.697439662,19.289712765,449.747590638,35.483870968,82.6
"2020",NA,"Anson",8,5,70,4072,58,9,42,22037,8,22033,22033,22037,21,22037,36.3,62.5,0.31770526,18.481368856,263.193719653,42.857142857,190.6
"2020",NA,"Ashe",3,2,301,4700,169,48,24,26584,3,26580,26580,26584,86,26584,11.3,66.666666667,1.132430399,17.682468021,635.720734276,55.813953488,90.3
"2020",NA,"Avery",2,1,257,3048,104,20,12,17847,2,17848,17848,17847,43,17847,11.2,50,1.439937248,17.077543702,582.730991203,46.511627907,67.2
"2020",NA,"Beaufort",16,11,785,8268,421,70,59,44694,16,44690,44690,44694,210,44694,35.8,68.75,1.756545088,18.500783173,941.960889605,33.333333333,132
"2020",NA,"Bertie",5,1,66,3460,83,2,25,17863,5,17862,17862,17863,8,17863,28,20,0.369499496,19.370731161,464.647595589,25,140
"2020",NA,"Bladen",19,17,343,5414,240,23,46,29632,19,29629,29629,29632,66,29632,64.1,89.473684211,1.1576496,18.272638294,809.935205184,34.848484848,155.2
"2020",NA,"Brunswick",54,33,1380,26297,878,138,114,138168,54,138157,138157,138168,246,138168,39.1,61.111111111,0.998863612,19.034142316,635.45828267,56.097560976,82.5
"2020",NA,"Buncombe",108,82,1860,31829,1827,249,408,269702,108,269694,269694,269702,417,269702,40,75.925925926,0.689670515,11.801893998,677.414331373,59.712230216,151.3
"2020",NA,"Burke",40,27,934,14527,658,189,170,87565,40,87577,87577,87565,322,87565,45.7,67.5,1.06649006,16.587688548,751.441786102,58.695652174,194.1
"2020",NA,"Cabarrus",75,52,982,30703,969,66,319,227219,75,227214,227214,227219,192,227219,33,69.333333333,0.432191678,13.512811711,426.460815337,34.375,140.4
"2020",NA,"Caldwell",30,19,893,15561,526,147,133,80652,30,80632,80632,80652,214,80652,37.2,63.333333333,1.107500744,19.298789562,652.184694738,68.691588785,164.9
"2020",NA,"Camden",3,3,21,1257,51,1,12,10408,3,10407,10407,10408,5,10408,28.8,100,0.201787259,12.078408763,490.007686395,20,115.3
"2020",NA,"Carteret",34,32,521,11470,529,62,136,67728,34,67724,67724,67728,94,67728,50.2,94.117647059,0.769298919,16.936388872,781.065438223,65.957446809,200.8
"2020",NA,"Caswell",9,5,107,1853,85,12,9,22697,9,22699,22699,22697,26,22697,39.7,55.555555556,0.471386405,8.163355214,374.498832445,46.153846154,39.7
"2020",NA,"Catawba",44,34,1283,27506,942,267,284,160888,44,160892,160892,160888,380,160888,27.3,77.272727273,0.797429331,17.095940134,585.500472378,70.263157895,176.5
"2020",NA,"Chatham",18,14,212,6448,248,110,71,76664,18,76670,76670,76664,153,76664,23.5,77.777777778,0.276509717,8.410069127,323.489512679,71.895424837,92.6
"2020",NA,"Cherokee",9,6,253,5399,195,42,26,28858,9,28858,28858,28858,89,28858,31.2,66.666666667,0.876706632,18.708850232,675.722503292,47.191011236,90.1
"2020",NA,"Chowan",5,5,36,2465,62,1,28,13703,5,13701,13701,13703,6,13703,36.5,100,0.262754543,17.99138749,452.455666642,16.666666667,204.3
"2020",NA,"Clay",1,0,56,2194,48,27,1,11142,1,11142,11142,11142,43,11142,9,0,0.502602764,19.691258302,430.802369413,62.790697674,9
"2020",NA,"Cleveland",22,10,758,19836,540,63,175,99817,22,99799,99799,99817,221,99817,22,45.454545455,0.759526649,19.875950661,540.990011721,28.50678733,175.3
"2020",NA,"Columbus",26,16,782,10725,544,50,119,50496,26,50487,50487,50496,103,50496,51.5,61.538461538,1.548913582,21.243092281,1077.313054499,48.54368932,235.7
"2020",NA,"Craven",52,40,618,17552,764,82,190,100307,52,100646,100646,100307,142,100307,51.8,76.923076923,0.614033345,17.439341852,761.661698585,57.746478873,189.4
"2020",NA,"Cumberland",163,129,1212,47374,1613,473,591,335470,163,334391,334391,335470,1133,335470,48.6,79.141104294,0.362449946,14.167247324,480.817956896,41.747572816,176.2
"2020",NA,"Currituck",14,11,75,2736,106,11,22,28405,14,28401,28401,28405,29,28405,49.3,78.571428571,0.264075209,9.63346361,373.173737018,37.931034483,77.5
"2020",NA,"Dare",16,10,353,5605,186,19,59,37039,16,37032,37032,37039,29,37039,43.2,62.5,0.953229639,15.135558436,502.173384811,65.517241379,159.3
"2020",NA,"Davidson",98,73,968,22240,1125,163,376,169203,98,169196,169196,169203,235,169203,57.9,74.489795918,0.572117544,13.144518783,664.881828336,69.361702128,222.2
"2020",NA,"Davie",14,11,247,6804,211,47,53,42903,14,42895,42895,42903,103,42903,32.6,78.571428571,0.575824688,15.861988577,491.807099737,45.631067961,123.5
"2020",NA,"Duplin",15,7,192,7667,86,2,52,48658,15,48657,48657,48658,36,48658,30.8,46.666666667,0.394598927,15.757239452,176.743803691,5.555555556,106.9
"2020",NA,"Durham",82,58,1294,31879,1336,73,420,325567,82,325561,325561,325567,396,325567,25.2,70.731707317,0.397467756,9.792020543,410.361000961,18.434343434,129
"2020",NA,"Edgecombe",19,16,223,8559,347,38,103,48775,19,48777,48777,48775,63,48775,39,84.210526316,0.457182689,17.547204625,711.430035879,60.317460317,211.2
"2020",NA,"Forsyth",130,94,1386,52993,1533,178,529,383202,130,383166,383166,383202,305,383202,33.9,72.307692308,0.361723117,13.830298095,400.050104123,58.360655738,138
"2020",NA,"Franklin",17,12,266,9261,277,43,71,69164,17,69115,69115,69164,90,69164,24.6,70.588235294,0.384865803,13.399406786,400.497368573,47.777777778,102.7
"2020",NA,"Gaston",57,35,2056,37924,1335,260,331,228532,57,228514,228514,228532,447,228532,24.9,61.403508772,0.899726056,16.595919725,584.163268164,58.165548098,144.8
"2020",NA,"Gates",1,1,24,921,30,0,6,10452,1,10448,10448,10452,0,10452,9.6,100,0.229709035,8.815084227,287.026406429,NA,57.4
"2020",NA,"Graham",7,5,140,1463,79,20,5,8036,7,8035,8035,8036,35,8036,87.1,71.428571429,1.7423771,18.207840697,983.076157292,57.142857143,62.2
"2020",NA,"Granville",11,9,295,7250,314,22,87,61061,11,61060,61060,61061,42,61061,18,81.818181818,0.483131346,11.873566983,514.239858502,52.380952381,142.5
"2020",NA,"Greene",4,3,67,2325,65,12,33,20446,4,20440,20440,20446,28,20446,19.6,75,0.32778865,11.374755382,317.910593759,42.857142857,161.4
"2020",NA,"Guilford",164,113,1602,74956,1737,137,659,539321,164,539498,539498,539321,471,539321,30.4,68.902439024,0.296942713,13.893656696,322.071641935,29.087048832,122.2
"2020",NA,"Halifax",23,18,199,8515,314,10,106,48528,23,48521,48521,48528,26,48528,47.4,78.260869565,0.410131696,17.54910245,647.049126278,38.461538462,218.4
"2020",NA,"Harnett",50,44,787,16617,428,85,235,133757,50,133779,133779,133757,227,133757,37.4,88,0.588283662,12.421232032,319.983253213,37.444933921,175.7
"2020",NA,"Haywood",15,10,713,10134,506,40,81,62218,15,62223,62223,62218,148,62218,24.1,66.666666667,1.145878534,16.286582132,813.269471857,27.027027027,130.2
"2020",NA,"Henderson",35,27,636,16694,489,107,100,116574,35,116541,116541,116574,210,116574,30,77.142857143,0.545730687,14.324572468,419.47604097,50.952380952,85.8
"2020",NA,"Hertford",6,5,194,2904,61,0,10,21378,6,21470,21470,21378,6,21378,28.1,83.333333333,0.9035864,13.525850023,285.34006923,0,46.8
"2020",NA,"Hoke",18,11,193,5787,140,34,65,52236,18,52240,52240,52236,79,52236,34.5,61.111111111,0.369448698,11.077718224,268.014396202,43.037974684,124.4
"2020",NA,"Hyde",1,1,23,597,10,5,3,4553,1,4551,4551,4553,10,4553,22,100,0.505383432,13.117996045,219.635405227,50,65.9
"2020",NA,"Iredell",35,26,1191,29101,781,111,205,187683,35,187683,187683,187683,194,187683,18.6,74.285714286,0.634580649,15.505400063,416.127193193,57.216494845,109.2
"2020",NA,"Jackson",22,19,294,4799,229,55,57,42237,22,42231,42231,42237,82,42237,52.1,86.363636364,0.696171059,11.36369018,542.178658522,67.073170732,135
"2020",NA,"Johnston",48,34,686,24742,737,60,203,217808,48,217787,217787,217808,216,217808,22,70.833333333,0.314986661,11.360641361,338.371409682,27.777777778,93.2
"2020",NA,"Jones",1,0,57,1968,63,2,17,9149,1,9147,9147,9149,5,9149,10.9,0,0.623155133,21.515250902,688.599846978,40,185.8
"2020",NA,"Lee",33,26,650,10875,343,7,205,63434,33,63428,63428,63434,30,63434,52,78.787878788,1.024784007,17.145424734,540.719487972,23.333333333,323.2
"2020",NA,"Lenoir",17,15,272,9643,225,29,75,55046,17,55050,55050,55046,81,55046,30.9,88.235294118,0.494096276,17.516802906,408.749046252,35.802469136,136.2
"2020",NA,"Lincoln",21,12,616,15170,410,80,109,87220,21,87206,87206,87220,129,87220,24.1,57.142857143,0.706373415,17.395592046,470.075670718,62.015503876,125
"2020",NA,"Macon",13,6,243,5585,165,14,33,37098,13,37092,37092,37098,94,37098,35,46.153846154,0.65512779,15.057155182,444.767912017,14.893617021,89
"2020",NA,"Madison",10,4,113,3089,166,39,30,21287,10,21228,21228,21287,65,21287,47,40,0.532315809,14.551535708,779.818668671,60,140.9
"2020",NA,"Martin",7,6,149,4299,102,24,15,21952,7,21953,21953,21952,57,21952,31.9,85.714285714,0.678722726,19.582744955,464.650145773,42.105263158,68.3
"2020",NA,"McDowell",9,5,455,7921,368,1,78,44547,9,44580,44580,44547,178,44547,20.2,55.555555556,1.020637057,17.768057425,826.093788583,0.561797753,175.1
"2020",NA,"Mecklenburg",236,164,1889,124832,2124,140,1475,1117423,236,1116788,1116788,1117423,674,1117423,21.1,69.491525424,0.1691458,11.177770535,190.080211343,20.771513353,132
"2020",NA,"Mitchell",6,3,369,2527,127,34,9,14900,6,14906,14906,14900,65,14900,40.3,50,2.475513216,16.952904871,852.348993289,52.307692308,60.4
"2020",NA,"Montgomery",7,6,264,3969,181,38,76,25731,7,25719,25719,25731,46,25731,27.2,85.714285714,1.026478479,15.432170769,703.431658311,82.608695652,295.4
"2020",NA,"Moore",23,16,699,14640,627,32,114,100296,23,100267,100267,100296,84,100296,22.9,69.565217391,0.69713864,14.601015289,625.14955731,38.095238095,113.7
"2020",NA,"Nash",28,22,332,14296,360,6,135,95157,28,95148,95148,95157,37,95157,29.4,78.571428571,0.348930088,15.025013663,378.322141303,16.216216216,141.9
"2020",NA,"NC",3304,2398,50864,1432499,46680,6539,14938,10453812,3304,10449445,10449445,10453812,14773,10453812,31.6,72.578692494,0.486762694,13.70885248,446.535675216,44.263182834,142.9
"2020",NA,"New Hanover",100,79,1780,32818,1758,258,317,226326,100,226307,226307,226326,507,226326,44.2,79,0.786542175,14.501539944,776.75565335,50.887573964,140.1
"2020",NA,"Northampton",7,4,22,3049,24,3,24,17433,7,17435,17435,17433,7,17433,40.2,57.142857143,0.126182965,17.487811873,137.669936328,42.857142857,137.7
"2020",NA,"Onslow",59,43,1000,22132,724,74,212,207757,59,204937,204937,207757,238,207757,28.4,72.881355932,0.487954835,10.799416406,348.484046266,31.092436975,102
"2020",NA,"Orange",23,16,488,13436,447,46,113,143602,23,143583,143583,143602,98,143602,16,69.565217391,0.339873105,9.357653761,311.277001713,46.93877551,78.7
"2020",NA,"Pamlico",12,9,81,1826,92,14,31,12300,12,12303,12303,12300,19,12300,97.6,75,0.658376006,14.841908478,747.967479675,73.684210526,252
"2020",NA,"Pasquotank",21,20,100,5784,251,2,100,40577,21,40577,40577,40577,26,40577,51.8,95.238095238,0.24644503,14.25438056,618.577026394,7.692307692,246.4
"2020",NA,"Pender",18,12,504,9448,338,36,70,60639,18,60642,60642,60639,90,60639,29.7,66.666666667,0.831107153,15.579961083,557.397054701,40,115.4
"2020",NA,"Perquimans",9,8,44,2235,66,5,29,13018,9,13016,13016,13018,9,13018,69.1,88.888888889,0.338045482,17.17117394,506.990321094,55.555555556,222.8
"2020",NA,"Person",11,7,443,5873,223,66,48,39187,11,39187,39187,39187,128,39187,28.1,63.636363636,1.130476944,14.987113073,569.066271978,51.5625,122.5
"2020",NA,"Pitt",64,47,1088,23626,842,49,285,170390,64,170378,170378,170390,224,170390,37.6,73.4375,0.638580098,13.866813791,494.160455426,21.875,167.3
"2020",NA,"Polk",5,4,125,2310,59,21,21,19390,5,19383,19383,19390,52,19390,25.8,80,0.644895011,11.917659805,304.280556988,40.384615385,108.3
"2020",NA,"Randolph",83,63,807,19878,927,136,310,144425,83,144418,144418,144425,235,144425,57.5,75.903614458,0.55879461,13.764212217,641.855634412,57.872340426,214.6
"2020",NA,"Richmond",27,16,718,8173,549,32,153,42914,27,42916,42916,42914,85,42914,62.9,59.259259259,1.673035698,19.044179327,1279.30279163,37.647058824,356.5
"2020",NA,"Robeson",85,71,1358,25235,1664,405,644,116309,85,116305,116305,116309,568,116309,73.1,83.529411765,1.167619621,21.697261511,1430.671745093,71.302816901,553.7
"2020",NA,"Rockingham",62,40,700,16547,695,82,214,91195,62,91188,91188,91195,244,91195,68,64.516129032,0.767644866,18.146027986,762.103185482,33.606557377,234.7
"2020",NA,"Rowan",74,54,1046,21821,929,120,244,147167,74,147148,147148,147167,255,147167,50.3,72.972972973,0.710848941,14.82928752,631.255648345,47.058823529,165.8
"2020",NA,"Rutherford",23,13,449,11441,276,120,83,64486,23,64479,64479,64486,206,64486,35.7,56.52173913,0.69635075,17.743761535,427.999875942,58.252427184,128.7
"2020",NA,"Sampson",14,7,290,10336,148,23,91,59085,14,59078,59078,59085,136,59085,23.7,50,0.490876468,17.495514405,250.48658712,16.911764706,154
"2020",NA,"Scotland",13,9,335,6537,377,41,115,34290,13,34141,34141,34290,113,34290,37.9,69.230769231,0.98122492,19.147066577,1099.445902596,36.283185841,335.4
"2020",NA,"Stanly",26,24,424,10006,503,20,145,62642,26,62638,62638,62642,44,62642,41.5,92.307692308,0.676905393,15.974328682,802.975639347,45.454545455,231.5
"2020",NA,"Stokes",28,21,276,7933,314,79,100,44572,28,44565,44565,44572,148,44572,62.8,75,0.619320094,17.800964883,704.478147716,53.378378378,224.4
"2020",NA,"Surry",20,13,651,12338,600,82,133,71373,20,71372,71372,71373,175,71373,28,65,0.912122401,17.286891218,840.654028834,46.857142857,186.3
"2020",NA,"Swain",7,7,329,3266,94,32,38,14103,7,14099,14099,14103,62,14103,49.6,100,2.33349883,23.164763458,666.524852868,51.612903226,269.4
"2020",NA,"Transylvania",6,5,333,5068,173,48,31,33048,6,33046,33046,33048,73,33048,18.2,83.333333333,1.007686256,15.336198027,523.480997337,65.753424658,93.8
"2020",NA,"Tyrrell",2,1,14,526,12,0,4,3241,2,3239,3239,3241,7,3241,61.7,50,0.43223217,16.239580117,370.256093798,0,123.4
"2020",NA,"Union",43,32,594,30279,619,91,293,239470,43,239443,239443,239470,200,239470,18,74.418604651,0.248075742,12.645598326,258.487493214,45.5,122.4
"2020",NA,"Vance",18,15,326,7160,571,12,73,42540,18,42535,42535,42540,45,42540,42.3,83.333333333,0.766427648,16.833196191,1342.266102492,26.666666667,171.6
"2020",NA,"Wake",198,154,2689,128660,2265,42,959,1130483,198,1130685,1130685,1130483,525,1130483,17.5,77.777777778,0.237820436,11.378942853,200.356838626,8,84.8
"2020",NA,"Warren",10,8,51,2130,81,3,12,18596,10,18598,18598,18596,9,18596,53.8,80,0.274223035,11.452844392,435.577543558,33.333333333,64.5
"2020",NA,"Washington",2,1,50,2042,37,2,8,10980,2,10976,10976,10980,31,10980,18.2,50,0.455539359,18.604227405,336.976320583,6.451612903,72.9
"2020",NA,"Watauga",14,7,177,5155,189,61,23,54122,14,54117,54117,54122,100,54122,25.9,50,0.327069128,9.525657372,349.211041721,61,42.5
"2020",NA,"Wayne",32,20,371,17642,476,45,175,117221,32,117266,117266,117221,93,117221,27.3,62.5,0.316374738,15.044428905,406.070584622,48.387096774,149.3
"2020",NA,"Wilkes",23,13,965,11378,1042,165,91,65916,23,65904,65904,65916,285,65916,34.9,56.52173913,1.464251032,17.264505948,1580.799805813,57.894736842,138.1
"2020",NA,"Wilson",24,19,209,11826,492,13,136,78804,24,78807,78807,78804,35,78804,30.5,79.166666667,0.265204868,15.006281168,624.333790163,37.142857143,172.6
"2020",NA,"Yadkin",17,11,371,6157,306,45,64,37254,17,37246,37246,37254,103,37254,45.6,64.705882353,0.996080116,16.530634162,821.388307296,43.689320388,171.8
"2020",NA,"Yancey",8,3,283,2866,165,27,14,18496,8,18490,18490,18496,52,18496,43.3,37.5,1.530557058,15.500270416,892.084775087,51.923076923,75.7
"2021",NA,"Alamance",67,50,752,23599,647,64,315,173968,67,173876,173876,173968,140,173968,38.5,74.626865672,0.432492121,13.572315903,371.907477237,45.714285714,181.1
"2021",NA,"Alexander",8,6,467,5609,309,39,54,36364,8,36467,36467,36364,78,36364,22,75,1.280609866,15.381029424,849.741502585,50,148.5
"2021",NA,"Alleghany",2,1,73,2121,47,15,13,11079,2,11066,11066,11079,46,11079,18.1,50,0.659678294,19.166817278,424.226013178,32.608695652,117.3
"2021",NA,"Anson",6,5,86,3554,65,12,25,21905,6,22254,22254,21905,18,21905,27.4,83.333333333,0.38644738,15.970162667,296.735905045,66.666666667,114.1
"2021",NA,"Ashe",5,2,283,4584,197,46,20,26757,5,26764,26764,26757,85,26757,18.7,40,1.057390525,17.127484681,736.255933027,54.117647059,74.7
"2021",NA,"Avery",2,0,268,2872,108,18,19,17522,2,17502,17502,17522,45,17522,11.4,0,1.531253571,16.409553194,616.367994521,40,108.4
"2021",NA,"Beaufort",18,16,788,7758,430,70,89,44462,18,44438,44438,44462,209,44462,40.5,88.888888889,1.773257122,17.458031415,967.117988395,33.492822967,200.2
"2021",NA,"Bertie",10,7,58,3314,76,2,20,17371,10,17425,17425,17371,9,17371,57.6,70,0.332855093,19.018651363,437.510793852,22.222222222,115.1
"2021",NA,"Bladen",25,19,336,4561,291,28,49,29544,25,29565,29565,29544,81,29544,84.6,76,1.136478945,15.427025199,984.971567831,34.567901235,165.9
"2021",NA,"Brunswick",52,40,1368,25459,1041,145,122,144843,52,144814,144814,144843,255,144843,35.9,76.923076923,0.944660047,17.58048255,718.70922309,56.862745098,84.2
"2021",NA,"Buncombe",122,94,1952,30875,2078,232,394,271945,122,271719,271719,271945,411,271945,44.9,77.049180328,0.718389218,11.362841759,764.125098825,56.447688564,144.9
"2021",NA,"Burke",61,44,902,13094,631,184,234,87589,61,87634,87634,87589,324,87589,69.6,72.131147541,1.029280873,14.941689299,720.410097158,56.790123457,267.2
"2021",NA,"Cabarrus",73,55,946,29005,917,77,300,231788,73,231726,231726,231788,228,231788,31.5,75.342465753,0.408240767,12.516938108,395.620135641,33.771929825,129.4
"2021",NA,"Caldwell",47,37,912,14570,658,138,184,80547,47,80561,80561,80547,197,80547,58.4,78.723404255,1.132061419,18.08567421,816.914348145,70.050761421,228.4
"2021",NA,"Camden",0,0,14,1222,42,4,7,10821,0,10816,10816,10821,8,10821,0,0,0.12943787,11.298076923,388.134183532,50,64.7
"2021",NA,"Carteret",34,24,500,10562,590,74,140,68729,34,68718,68718,68729,117,68729,49.5,70.588235294,0.727611397,15.370063157,858.444033814,63.247863248,203.7
"2021",NA,"Caswell",4,3,95,1801,105,8,15,22691,4,22701,22701,22691,18,22691,17.6,75,0.418483767,7.933571208,462.738530695,44.444444444,66.1
"2021",NA,"Catawba",86,72,1405,25625,897,207,379,161675,86,161821,161821,161675,300,161675,53.2,83.720930233,0.868243306,15.835398372,554.816762023,69,234.4
"2021",NA,"Chatham",29,24,220,6310,227,101,82,78141,29,78111,78111,78141,145,78141,37.1,82.75862069,0.281650472,8.078247622,290.500505496,69.655172414,104.9
"2021",NA,"Cherokee",21,16,345,5155,169,40,17,29194,21,29195,29195,29194,89,29194,71.9,76.19047619,1.181709197,17.657133071,578.886072481,44.943820225,58.2
"2021",NA,"Chowan",4,2,38,2334,55,12,18,13761,4,13791,13791,13761,30,13761,29.1,50,0.27554202,16.924080922,399.680255795,40,130.8
"2021",NA,"Clay",8,5,67,2198,45,22,2,11375,8,11350,11350,11375,33,11375,70.3,62.5,0.59030837,19.365638767,395.604395604,66.666666667,17.6
"2021",NA,"Cleveland",23,12,782,18001,571,82,186,100341,23,100318,100318,100341,231,100341,22.9,52.173913043,0.779521123,17.943938276,569.059507081,35.497835498,185.4
"2021",NA,"Columbus",37,33,792,9858,611,98,114,50020,37,49953,49953,50020,162,50020,74,89.189189189,1.585490361,19.734550477,1221.511395442,60.49382716,227.9
"2021",NA,"Craven",64,57,697,15606,737,70,189,100396,64,100277,100277,100396,141,100396,63.7,89.0625,0.695074643,15.562890793,734.092991753,49.645390071,188.3
"2021",NA,"Cumberland",214,177,1189,45199,1779,390,669,337888,214,337249,337249,337888,944,337888,63.3,82.710280374,0.352558495,13.402263609,526.505824415,41.313559322,198
"2021",NA,"Currituck",9,8,65,2300,103,7,20,29700,9,29714,29714,29700,33,29700,30.3,88.888888889,0.218752103,7.740459043,346.801346801,21.212121212,67.3
"2021",NA,"Dare",17,14,300,5300,204,7,42,37914,17,37889,37889,37914,30,37914,44.8,82.352941176,0.791786534,13.988228774,538.059819592,23.333333333,110.8
"2021",NA,"Davidson",119,99,930,20482,1089,140,364,170717,119,170794,170794,170717,201,170717,69.7,83.193277311,0.544515615,11.992224551,637.897807483,69.651741294,213.2
"2021",NA,"Davie",20,18,272,6780,201,32,67,43652,20,43614,43614,43652,65,43652,45.8,90,0.623652955,15.545467052,460.460001833,49.230769231,153.5
"2021",NA,"Duplin",21,12,221,6806,113,4,65,48558,21,48606,48606,48558,50,48558,43.2,57.142857143,0.454676377,14.002386537,232.71139668,8,133.9
"2021",NA,"Durham",108,90,1400,31351,1356,77,577,329849,108,329699,329699,329849,377,329849,32.7,83.333333333,0.424629738,9.508976369,411.097199021,20.424403183,174.9
"2021",NA,"Edgecombe",25,18,241,7981,351,31,79,48333,25,48370,48370,48333,59,48333,51.7,72,0.498242712,16.49989663,726.21190491,52.542372881,163.4
"2021",NA,"Forsyth",149,124,1396,50518,1480,189,648,386376,149,386172,386172,386376,302,386376,38.6,83.22147651,0.36149695,13.0817356,383.046566039,62.582781457,167.7
"2021",NA,"Franklin",24,16,295,9046,290,36,99,71832,24,71798,71798,71832,88,71832,33.4,66.666666667,0.410874955,12.599236748,403.719790623,40.909090909,137.8
"2021",NA,"Gaston",71,47,1922,35728,1421,323,386,231277,71,231337,231337,231277,465,231277,30.7,66.197183099,0.830822566,15.444135612,614.414749413,69.462365591,166.9
"2021",NA,"Gates",5,5,20,890,15,0,6,10403,5,10403,10403,10403,1,10403,48.1,100,0.192252235,8.555224454,144.189176199,0,57.7
"2021",NA,"Graham",3,3,142,1511,84,26,8,8008,3,8008,8008,8008,44,8008,37.5,100,1.773226773,18.868631369,1048.951048951,59.090909091,99.9
"2021",NA,"Granville",26,18,291,6638,295,23,92,61365,26,61408,61408,61365,40,61365,42.4,69.230769231,0.473879625,10.809666493,480.730057851,57.5,149.9
"2021",NA,"Greene",5,4,63,1936,81,16,20,20280,5,20261,20261,20280,29,20280,24.7,80,0.310942204,9.555303292,399.408284024,55.172413793,98.6
"2021",NA,"Guilford",249,188,1660,69551,1667,131,936,542495,249,542756,542756,542495,512,542495,45.9,75.502008032,0.305846458,12.814413843,307.283938101,25.5859375,172.5
"2021",NA,"Halifax",15,11,199,7886,294,15,105,48353,15,48377,48377,48353,25,48353,31,73.333333333,0.411352502,16.301134837,608.028457386,60,217.2
"2021",NA,"Harnett",71,54,748,15941,517,110,279,135586,71,135669,135669,135586,251,135586,52.4,76.056338028,0.551341869,11.749920763,381.307804641,43.824701195,205.8
"2021",NA,"Haywood",27,18,705,9853,557,30,88,62522,27,62504,62504,62522,140,62522,43.2,66.666666667,1.127927813,15.763791117,890.886407984,21.428571429,140.8
"2021",NA,"Henderson",34,24,713,16104,520,152,105,117155,34,116988,116988,117155,227,117155,29,70.588235294,0.609464219,13.765514412,443.856429516,66.960352423,89.6
"2021",NA,"Hertford",3,1,178,2621,77,0,21,19953,3,21172,21172,19953,4,19953,15,33.333333333,0.840733044,12.379557907,385.906881171,0,105.2
"2021",NA,"Hoke",21,17,187,5472,157,24,60,53179,21,53235,53235,53179,66,53179,39.5,80.952380952,0.351272659,10.278951817,295.229319844,36.363636364,112.8
"2021",NA,"Hyde",2,0,25,585,15,5,4,4643,2,4625,4625,4643,14,4643,43.1,0,0.540540541,12.648648649,323.066982554,35.714285714,86.2
"2021",NA,"Iredell",42,35,1264,27608,897,89,250,192186,42,192227,192227,192186,150,192186,21.9,83.333333333,0.65755591,14.362186373,466.73535013,59.333333333,130.1
"2021",NA,"Jackson",22,18,295,4652,235,55,48,42587,22,42520,42520,42587,90,42587,51.7,81.818181818,0.693791157,10.940733772,551.811585695,61.111111111,112.7
"2021",NA,"Johnston",74,48,727,23527,788,63,217,227302,74,227313,227313,227302,221,227302,32.6,64.864864865,0.319823327,10.350045972,346.675348215,28.50678733,95.5
"2021",NA,"Jones",3,2,75,1828,69,9,25,9210,3,9217,9217,9210,11,9210,32.6,66.666666667,0.81371379,19.832917435,749.185667752,81.818181818,271.4
"2021",NA,"Lee",36,34,588,10508,397,1,142,64052,36,64097,64097,64052,24,64052,56.2,94.444444444,0.917359627,16.393902991,619.808905264,4.166666667,221.7
"2021",NA,"Lenoir",20,17,250,7850,241,31,57,54683,20,54693,54693,54683,85,54683,36.6,85,0.457096886,14.352842228,440.721979409,36.470588235,104.2
"2021",NA,"Lincoln",36,26,650,13831,434,62,157,89941,36,89870,89870,89941,135,89941,40,72.222222222,0.723266941,15.390007789,482.538553051,45.925925926,174.6
"2021",NA,"Macon",17,15,257,5224,267,22,49,37470,17,37488,37488,37470,87,37470,45.4,88.235294118,0.68555271,13.935125907,712.570056045,25.287356322,130.8
"2021",NA,"Madison",4,4,149,3056,202,36,36,21728,4,21645,21645,21728,57,21728,18.4,100,0.688380688,14.118734119,929.675994109,63.157894737,165.7
"2021",NA,"Martin",9,6,155,4018,118,32,14,21741,9,21742,21742,21741,57,21741,41.4,66.666666667,0.712905896,18.480360592,542.753323214,56.140350877,64.4
"2021",NA,"McDowell",23,15,487,7125,402,1,100,44530,23,44586,44586,44530,196,44530,51.7,65.217391304,1.092271116,15.980352577,902.762182798,0.510204082,224.6
"2021",NA,"Mecklenburg",237,188,1845,118354,2636,155,1531,1126283,237,1125809,1125809,1126283,664,1126283,21,79.324894515,0.163882151,10.512795687,234.044196707,23.343373494,135.9
"2021",NA,"Mitchell",6,5,384,2397,142,26,18,14975,6,14982,14982,14975,52,14975,40.1,83.333333333,2.563075691,15.999199039,948.247078464,50,120.2
