"ind_date_anchor","ind_obs_note","ind_place","ind_num_Death: Overdose Death","ind_num_Death: Illicit Opioid Overdose","ind_num_CSRS: Patients Receiving Buprenorphine","ind_num_CSRS: Patients Receiving Opioids","ind_num_DMH: Treatment Services","ind_num_DSS: Foster Care due to Parental SU","ind_num_ED Visits: Overdose ED Visit","ind_denom_Death: Overdose Death","ind_denom_Death: Illicit Opioid Overdose","ind_denom_CSRS: Patients Receiving Buprenorphine","ind_denom_CSRS: Patients Receiving Opioids","ind_denom_DMH: Treatment Services","ind_denom_DSS: Foster Care due to Parental SU","ind_denom_ED Visits: Overdose ED Visit","ind_rate_Death: Overdose Death","ind_rate_Death: Illicit Opioid Overdose","ind_rate_CSRS: Patients Receiving Buprenorphine","ind_rate_CSRS: Patients Receiving Opioids","ind_rate_DMH: Treatment Services","ind_rate_DSS: Foster Care due to Parental SU","ind_rate_ED Visits: Overdose ED Visit"
"2015",NA,"Guilford",63,11,1146,117615,1138,201,NA,517053,63,517053,517053,517053,513,NA,12.2,17.46031746,0.221640722,22.747184525,220.093491383,39.18128655,NA
"2015",NA,"Halifax",13,2,199,14336,234,12,NA,52182,13,52182,52182,52182,35,NA,24.9,15.384615385,0.381357556,27.473075007,448.430493274,34.285714286,NA
"2015",NA,"Harnett",18,2,531,26129,291,52,NA,128034,18,128034,128034,128034,188,NA,14.1,11.111111111,0.414733586,20.407860412,227.283377853,27.659574468,NA
"2015",NA,"Haywood",13,1,464,16468,642,18,NA,59646,13,59646,59646,59646,146,NA,21.8,7.692307692,0.77792308,27.609563089,1076.35046776,12.328767123,NA
"2015",NA,"Henderson",22,4,309,27819,243,3,NA,111847,22,111847,111847,111847,199,NA,19.7,18.181818182,0.276270262,24.872370292,217.261079868,1.507537688,NA
"2015",NA,"Hertford",1,0,75,4732,83,2,NA,24373,1,24373,24373,24373,3,NA,4.1,0,0.307717556,19.414926353,340.540762319,66.666666667,NA
"2015",NA,"Hoke",4,2,84,8702,122,20,NA,52739,4,52739,52739,52739,54,NA,7.6,50,0.15927492,16.500123248,231.327859838,37.037037037,NA
"2015",NA,"Hyde",0,0,27,1084,14,0,NA,5426,0,5426,5426,5426,1,NA,0,0,0.497604128,19.977884261,258.0169554,0,NA
"2015",NA,"Iredell",25,6,788,41826,658,175,NA,169453,25,169453,169453,169453,307,NA,14.8,24,0.4650257,24.682950435,388.308262468,57.003257329,NA
"2015",NA,"Jackson",5,0,164,8001,200,41,NA,41305,5,41305,41305,41305,65,NA,12.1,0,0.397046362,19.370536255,484.202881007,63.076923077,NA
"2015",NA,"Johnston",29,3,534,37272,537,52,NA,185104,29,185104,185104,185104,132,NA,15.7,10.344827586,0.288486472,20.135707494,290.107182989,39.393939394,NA
"2015",NA,"Jones",3,0,50,3321,44,3,NA,9777,3,9777,9777,9777,10,NA,30.7,0,0.511404316,33.967474685,450.035798302,30,NA
"2015",NA,"Lee",10,3,374,17561,226,29,NA,59371,10,59371,59371,59371,91,NA,16.8,30,0.629937175,29.578413704,380.657223223,31.868131868,NA
"2015",NA,"Lenoir",11,3,290,15905,225,25,NA,57981,11,57981,57981,57981,75,NA,19,27.272727273,0.500163847,27.431399941,388.058156982,33.333333333,NA
"2015",NA,"Lincoln",9,0,342,22823,358,63,NA,80607,9,80607,80607,80607,119,NA,11.2,0,0.42428077,28.313918146,444.130162393,52.941176471,NA
"2015",NA,"Macon",7,0,116,8909,154,15,NA,34090,7,34090,34090,34090,55,NA,20.5,0,0.340275741,26.133763567,451.745379877,27.272727273,NA
"2015",NA,"Madison",8,2,53,5179,82,57,NA,21146,8,21146,21146,21146,83,NA,37.8,25,0.250638419,24.491629623,387.780194836,68.674698795,NA
"2015",NA,"Martin",3,0,123,6850,116,34,NA,23262,3,23262,23262,23262,79,NA,12.9,0,0.52875935,29.447167054,498.667354484,43.037974684,NA
"2015",NA,"McDowell",8,1,121,13339,322,22,NA,44967,8,44967,44967,44967,138,NA,17.8,12.5,0.269086219,29.663975804,716.080681389,15.942028986,NA
"2015",NA,"Mecklenburg",104,20,1518,194304,2038,269,NA,1033238,104,1033238,1033238,1033238,946,NA,10.1,19.230769231,0.14691678,18.805347848,197.244003802,28.43551797,NA
"2015",NA,"Mitchell",6,0,154,4226,97,34,NA,15071,6,15071,15071,15071,79,NA,39.8,0,1.021830005,28.04060779,643.620197731,43.037974684,NA
"2015",NA,"Montgomery",3,1,125,6766,85,26,NA,27438,3,27438,27438,27438,55,NA,10.9,33.333333333,0.455572564,24.659231722,309.789343247,47.272727273,NA
"2015",NA,"Moore",13,3,424,22001,385,18,NA,94013,13,94013,94013,94013,50,NA,13.8,23.076923077,0.451001457,23.402082691,409.51783264,36,NA
"2015",NA,"Nash",16,2,261,23515,216,14,NA,93786,16,93786,93786,93786,80,NA,17.1,12.5,0.278293135,25.07303862,230.311560361,17.5,NA
"2015",NA,"NC",1566,300,32430,2215788,33063,5331,NA,10031646,1566,10031646,10031646,10031646,14957,NA,15.6,19.157088123,0.323276958,22.087980377,329.586989015,35.642174233,NA
"2015",NA,"New Hanover",53,18,1307,51278,1137,232,NA,219422,53,219422,219422,219422,537,NA,24.2,33.962264151,0.595655859,23.369580079,518.179580899,43.202979516,NA
"2015",NA,"Northampton",2,0,52,4570,57,3,NA,20533,2,20533,20533,20533,23,NA,9.7,0,0.253250864,22.256854819,277.601909122,13.043478261,NA
"2015",NA,"Onslow",21,3,711,34601,458,1,NA,193114,21,193114,193114,193114,273,NA,10.9,14.285714286,0.36817631,17.917395942,237.165612022,0.366300366,NA
"2015",NA,"Orange",10,0,430,20941,463,74,NA,141298,10,141298,141298,141298,136,NA,7.1,0,0.304321363,14.820450396,327.676258687,54.411764706,NA
"2015",NA,"Pamlico",4,2,43,3182,119,22,NA,12741,4,12741,12741,12741,29,NA,31.4,50,0.337493132,24.974491798,933.992622243,75.862068966,NA
"2015",NA,"Pasquotank",4,1,126,10327,146,3,NA,39384,4,39384,39384,39384,31,NA,10.2,25,0.319926874,26.221308145,370.708917327,9.677419355,NA
"2015",NA,"Pender",17,4,272,14132,209,22,NA,57426,17,57426,57426,57426,75,NA,29.6,23.529411765,0.473653049,24.609062097,363.946644377,29.333333333,NA
"2015",NA,"Perquimans",4,1,46,3280,54,3,NA,13463,4,13463,13463,13463,6,NA,29.7,25,0.341677189,24.363069152,401.099309218,50,NA
"2015",NA,"Person",5,0,339,10482,259,53,NA,39190,5,39190,39190,39190,102,NA,12.8,0,0.865016586,26.746619035,660.882878285,51.960784314,NA
"2015",NA,"Pitt",18,4,728,36721,847,50,NA,176071,18,176071,176071,176071,178,NA,10.2,22.222222222,0.413469566,20.85579113,481.055937662,28.08988764,NA
"2015",NA,"Polk",3,0,70,4091,45,20,NA,20414,3,20414,20414,20414,46,NA,14.7,0,0.34290193,20.040168512,220.436955031,43.47826087,NA
"2015",NA,"Randolph",37,5,589,32575,594,59,NA,142575,37,142575,142575,142575,157,NA,26,13.513513514,0.413115904,22.847624058,416.622830089,37.579617834,NA
"2015",NA,"Richmond",14,2,246,14898,252,16,NA,45429,14,45429,45429,45429,39,NA,30.8,14.285714286,0.541504325,32.794030245,554.711748002,41.025641026,NA
"2015",NA,"Robeson",18,2,402,42089,523,326,NA,134460,18,134460,134460,134460,482,NA,13.4,11.111111111,0.298973672,31.302246021,388.963260449,67.634854772,NA
"2015",NA,"Rockingham",15,0,370,25832,299,120,NA,91657,15,91657,91657,91657,229,NA,16.4,0,0.403678933,28.183335697,326.216219165,52.401746725,NA
"2015",NA,"Rowan",37,5,649,34268,869,70,NA,138497,37,138497,138497,138497,201,NA,26.7,13.513513514,0.468602208,24.742774212,627.450414088,34.825870647,NA
"2015",NA,"Rutherford",24,2,173,18476,234,63,NA,66375,24,66375,66375,66375,134,NA,36.2,8.333333333,0.260640301,27.835781544,352.542372881,47.014925373,NA
"2015",NA,"Sampson",9,4,150,15991,80,44,NA,63559,9,63559,63559,63559,162,NA,14.2,44.444444444,0.236001196,25.159300807,125.867304394,27.160493827,NA
"2015",NA,"Scotland",9,0,90,11264,73,8,NA,35321,9,35321,35321,35321,32,NA,25.5,0,0.254805923,31.89037683,206.675915178,25,NA
"2015",NA,"Stanly",15,4,248,16576,289,5,NA,60622,15,60622,60622,60622,41,NA,24.7,26.666666667,0.409092409,27.343208736,476.724621425,12.195121951,NA
"2015",NA,"Stokes",14,2,189,12139,184,89,NA,46159,14,46159,46159,46159,136,NA,30.3,14.285714286,0.409454278,26.298230031,398.622153859,65.441176471,NA
"2015",NA,"Surry",13,1,394,20587,352,46,NA,71998,13,71998,71998,71998,116,NA,18.1,7.692307692,0.547237423,28.593849829,488.902469513,39.655172414,NA
"2015",NA,"Swain",1,0,215,5404,78,51,NA,14326,1,14326,14326,14326,68,NA,7,0,1.500767835,37.721625017,544.4646098,75,NA
"2015",NA,"Transylvania",5,3,166,7931,149,21,NA,33157,5,33157,33157,33157,59,NA,15.1,60,0.50064843,23.919534337,449.377205417,35.593220339,NA
"2015",NA,"Tyrrell",0,0,6,896,10,0,NA,4139,0,4139,4139,4139,1,NA,0,0,0.144962551,21.647741,241.604252235,0,NA
"2015",NA,"Union",26,3,490,44596,515,56,NA,221949,26,221949,221949,221949,125,NA,11.7,11.538461538,0.220771438,20.092904226,232.035287386,44.8,NA
"2015",NA,"Vance",7,1,281,12058,369,15,NA,44459,7,44459,44459,44459,64,NA,15.7,14.285714286,0.632043006,27.12161767,829.978182145,23.4375,NA
"2015",NA,"Wake",89,23,2332,189094,1456,199,NA,1022319,89,1022319,1022319,1022319,950,NA,8.7,25.842696629,0.228108839,18.496574944,142.421299027,20.947368421,NA
"2015",NA,"Warren",1,0,41,3635,76,3,NA,20207,1,20207,20207,20207,11,NA,4.9,0,0.202899985,17.988815757,376.107289553,27.272727273,NA
"2015",NA,"Washington",1,1,54,3434,69,1,NA,12247,1,12247,12247,12247,14,NA,8.2,100,0.440924308,28.039519882,563.403282437,7.142857143,NA
"2015",NA,"Watauga",7,2,104,7850,135,29,NA,53093,7,53093,53093,53093,67,NA,13.2,28.571428571,0.195882696,14.785376603,254.270807828,43.28358209,NA
"2015",NA,"Wayne",13,4,336,27257,343,45,NA,124342,13,124342,124342,124342,145,NA,10.5,30.769230769,0.270222451,21.920992102,275.852085377,31.034482759,NA
"2015",NA,"Wilkes",28,4,609,17747,480,167,NA,68298,28,68298,68298,68298,287,NA,41,14.285714286,0.891680576,25.98465548,702.802424668,58.18815331,NA
"2015",NA,"Wilson",9,1,244,19118,184,32,NA,81240,9,81240,81240,81240,89,NA,11.1,11.111111111,0.300344658,23.532742491,226.489414082,35.95505618,NA
"2015",NA,"Yadkin",5,0,208,10257,195,25,NA,37619,5,37619,37619,37619,77,NA,13.3,0,0.552912092,27.265477551,518.355086525,32.467532468,NA
"2015",NA,"Yancey",5,2,109,4589,88,16,NA,17550,5,17550,17550,17550,40,NA,28.5,40,0.621082621,26.148148148,501.424501425,40,NA
"2016",NA,"Alamance",19,9,599,34545,508,64,133,160283,19,160283,160283,160283,171,160283,11.9,47.368421053,0.373713993,21.552504009,316.939413413,37.426900585,83
"2016",NA,"Alexander",8,3,350,9088,167,74,31,37133,8,37133,37133,37133,101,37133,21.5,37.5,0.942557833,24.47418738,449.734737296,73.267326733,83.5
"2016",NA,"Alleghany",2,0,64,2729,29,7,17,10919,2,10919,10919,10919,25,10919,18.3,0,0.586134261,24.993131239,265.592087187,28,155.7
"2016",NA,"Anson",3,0,44,6230,44,12,25,25165,3,25165,25165,25165,23,25165,11.9,0,0.174846016,24.756606398,174.846016292,52.173913043,99.3
"2016",NA,"Ashe",5,2,212,6716,104,28,19,26600,5,26600,26600,26600,62,26600,18.8,40,0.796992481,25.248120301,390.977443609,45.161290323,71.4
"2016",NA,"Avery",5,3,167,4613,93,23,13,17442,5,17442,17442,17442,33,17442,28.7,60,0.957459007,26.447655085,533.195734434,69.696969697,74.5
"2016",NA,"Beaufort",11,1,387,12869,324,39,56,47369,11,47369,47369,47369,140,47369,23.2,9.090909091,0.816990015,27.167556841,683.991640102,27.857142857,118.2
"2016",NA,"Bertie",5,2,80,5228,50,3,13,19423,5,19423,19423,19423,7,19423,25.7,40,0.411882819,26.916542244,257.426762086,42.857142857,66.9
"2016",NA,"Bladen",4,0,178,8703,112,27,40,33638,4,33638,33638,33638,68,33638,11.9,0,0.529163446,25.87252512,332.956775076,39.705882353,118.9
"2016",NA,"Brunswick",41,22,999,33880,698,112,150,126304,41,126304,126304,126304,179,126304,32.5,53.658536585,0.790948822,26.824170256,552.634912592,62.569832402,118.8
"2016",NA,"Buncombe",62,13,920,54127,1009,303,229,254955,62,254955,254955,254955,460,254955,24.3,20.967741935,0.360847993,21.230020984,395.756113824,65.869565217,89.8
"2016",NA,"Burke",27,7,512,22220,690,100,118,89451,27,89451,89451,89451,225,89451,30.2,25.925925926,0.572380409,24.840415423,771.372036087,44.444444444,131.9
"2016",NA,"Cabarrus",43,21,862,45202,722,42,254,201639,43,201639,201639,201639,139,201639,21.3,48.837209302,0.427496665,22.417290306,358.065651982,30.215827338,126
"2016",NA,"Caldwell",27,6,380,22982,472,164,99,81766,27,81766,81766,81766,322,81766,33,22.222222222,0.464740846,28.107037155,577.257050608,50.931677019,121.1
"2016",NA,"Camden",1,0,45,1905,30,5,4,10397,1,10397,10397,10397,9,10397,9.6,0,0.432817159,18.322593056,288.544772531,55.555555556,38.5
"2016",NA,"Carteret",20,9,613,16153,431,63,80,68808,20,68808,68808,68808,104,68808,29.1,45,0.890884781,23.475467969,626.380653412,60.576923077,116.3
"2016",NA,"Caswell",3,0,79,3001,93,16,4,22755,3,22755,22755,22755,32,22755,13.2,0,0.347176445,13.188310261,408.701384311,50,17.6
"2016",NA,"Catawba",42,14,854,41148,864,172,179,156448,42,156448,156448,156448,284,156448,26.8,33.333333333,0.545868276,26.301390877,552.260175905,60.563380282,114.4
"2016",NA,"Chatham",2,0,196,9640,171,48,31,69642,2,69642,69642,69642,104,69642,2.9,0,0.281439361,13.842221648,245.541483587,46.153846154,44.5
"2016",NA,"Cherokee",7,2,172,6940,131,75,8,27809,7,27809,27809,27809,118,27809,25.2,28.571428571,0.618504801,24.955949513,471.070516739,63.559322034,28.8
"2016",NA,"Chowan",2,0,54,3483,25,2,10,14201,2,14201,14201,14201,7,14201,14.1,0,0.380254912,24.5264418,176.043940568,28.571428571,70.4
"2016",NA,"Clay",4,1,43,2771,39,25,3,10749,4,10749,10749,10749,30,10749,37.2,25,0.400037213,25.779142246,362.824448786,83.333333333,27.9
"2016",NA,"Cleveland",18,2,448,29732,454,88,128,96960,18,96960,96960,96960,282,96960,18.6,11.111111111,0.462046205,30.664191419,468.234323432,31.205673759,132
"2016",NA,"Columbus",17,6,444,16753,298,44,91,56292,17,56292,56292,56292,115,56292,30.2,35.294117647,0.788744404,29.760889647,529.382505507,38.260869565,161.7
"2016",NA,"Craven",37,17,568,25715,687,53,135,102632,37,102632,102632,102632,99,102632,36.1,45.945945946,0.553433627,25.055538234,669.381869203,53.535353535,131.5
"2016",NA,"Cumberland",62,24,935,65834,759,352,500,333167,62,333167,333167,333167,1143,333167,18.6,38.709677419,0.280640039,19.76006027,227.813679026,30.796150481,150.1
"2016",NA,"Currituck",7,3,124,3996,82,22,12,25640,7,25640,25640,25640,38,25640,27.3,42.857142857,0.483619345,15.585023401,319.812792512,57.894736842,46.8
"2016",NA,"Dare",5,3,399,7952,195,26,51,35829,5,35829,35829,35829,36,35829,14,60,1.113623043,22.19431187,544.251863016,72.222222222,142.3
"2016",NA,"Davidson",41,6,748,35326,789,144,254,164270,41,164270,164270,164270,222,164270,25,14.634146341,0.455347903,21.504839593,480.306811956,64.864864865,154.6
"2016",NA,"Davie",17,2,181,9971,132,0,59,41921,17,41921,41921,41921,74,41921,40.6,11.764705882,0.431764509,23.785215047,314.877984781,0,140.7
"2016",NA,"Duplin",3,0,148,11944,78,21,39,59275,3,59275,59275,59275,79,59275,5.1,0,0.249683678,20.150147617,131.590046394,26.582278481,65.8
"2016",NA,"Durham",33,6,1000,49015,874,51,217,307826,33,307826,307826,307826,331,307826,10.7,18.181818182,0.324858849,15.922956475,283.926633878,15.407854985,70.5
"2016",NA,"Edgecombe",12,1,140,12966,130,35,40,53283,12,53283,53283,53283,78,53283,22.5,8.333333333,0.262747968,24.334215416,243.980256367,44.871794872,75.1
"2016",NA,"Forsyth",79,14,1113,78790,1157,101,520,371260,79,371260,371260,371260,242,371260,21.3,17.721518987,0.299789905,21.222323978,311.641437268,41.73553719,140.1
"2016",NA,"Franklin",12,2,255,13185,185,45,50,64676,12,64676,64676,64676,101,64676,18.6,16.666666667,0.394272992,20.386232915,286.041189931,44.554455446,77.3
"2016",NA,"Gaston",70,18,1389,56580,1375,147,342,216622,70,216622,216622,216622,427,216622,32.3,25.714285714,0.641209111,26.119230734,634.746239994,34.426229508,157.9
"2016",NA,"Gates",4,4,29,1579,24,0,4,11569,4,11569,11569,11569,1,11569,34.6,100,0.250669894,13.648543521,207.450946495,0,34.6
"2016",NA,"Graham",1,0,73,2161,40,27,11,8531,1,8531,8531,8531,43,8531,11.7,0,0.855702731,25.331145235,468.878208885,62.790697674,128.9
"2016",NA,"Granville",12,3,301,10785,240,14,50,58684,12,58684,58684,58684,55,58684,20.4,25,0.512916638,18.378092836,408.970077023,25.454545455,85.2
"2016",NA,"Greene",3,0,63,3659,48,4,21,21078,3,21078,21078,21078,41,21078,14.2,0,0.298889838,17.359332005,227.725590663,9.756097561,99.6
"2016",NA,"Guilford",98,34,1305,111356,1211,304,596,524265,98,524265,524265,524265,673,524265,18.7,34.693877551,0.248919916,21.240403231,230.990052741,45.170876672,113.7
"2016",NA,"Halifax",11,5,197,13413,207,16,80,51815,11,51815,51815,51815,37,51815,21.2,45.454545455,0.380198784,25.886326353,399.498214803,43.243243243,154.4
"2016",NA,"Harnett",18,7,561,24775,291,43,112,130674,18,130674,130674,130674,167,130674,13.8,38.888888889,0.429312641,18.959395136,222.691583636,25.748502994,85.7
"2016",NA,"Haywood",13,3,531,15866,570,15,48,60405,13,60405,60405,60405,129,60405,21.5,23.076923077,0.879066302,26.26603758,943.630494164,11.627906977,79.5
"2016",NA,"Henderson",16,2,467,26619,233,3,61,113583,16,113583,113583,113583,203,113583,14.1,12.5,0.411153077,23.435725417,205.136332022,1.477832512,53.7
"2016",NA,"Hertford",3,1,97,4576,54,0,14,24209,3,24209,24209,24209,2,24209,12.4,33.333333333,0.400677434,18.902061217,223.057540584,0,57.8
"2016",NA,"Hoke",5,1,142,8424,88,21,53,52981,5,52981,52981,52981,57,52981,9.4,20,0.268020611,15.900039637,166.097280157,36.842105263,100
"2016",NA,"Hyde",2,0,29,1023,17,NA,16,5434,2,5434,5434,5434,NA,5434,36.8,0,0.533676849,18.825910931,312.845049687,NA,294.4
"2016",NA,"Iredell",40,9,948,40384,640,174,150,172466,40,172466,172466,172466,282,172466,23.2,22.5,0.549673559,23.415629747,371.087634664,61.70212766,87
"2016",NA,"Jackson",16,4,177,7780,189,50,23,42622,16,42622,42622,42622,75,42622,37.5,25,0.415278495,18.253484116,443.432968889,66.666666667,54
"2016",NA,"Johnston",21,5,639,36152,526,63,121,190843,21,190843,190843,190843,175,190843,11,23.80952381,0.334830201,18.943319902,275.619226275,36,63.4
"2016",NA,"Jones",5,1,50,3125,49,0,13,9588,5,9588,9588,9588,14,9588,52.1,20,0.52148519,32.592824364,511.055486024,0,135.6
"2016",NA,"Lee",10,4,451,16571,211,25,78,59646,10,59646,59646,59646,87,59646,16.8,40,0.756127821,27.7822486,353.75381417,28.735632184,130.8
"2016",NA,"Lenoir",6,0,288,15485,195,14,64,57240,6,57240,57240,57240,55,57240,10.5,0,0.503144654,27.052760307,340.670859539,25.454545455,111.8
"2016",NA,"Lincoln",20,6,407,21596,385,69,103,81229,20,81229,81229,81229,132,81229,24.6,30,0.50105258,26.586563912,473.968656514,52.272727273,126.8
"2016",NA,"Macon",7,1,150,8710,125,21,28,34262,7,34262,34262,34262,64,34262,20.4,14.285714286,0.437802814,25.421750044,364.835678011,32.8125,81.7
"2016",NA,"Madison",1,0,72,5058,82,63,14,21367,1,21367,21367,21367,91,21367,4.7,0,0.336968222,23.672017597,383.769363972,69.230769231,65.5
"2016",NA,"Martin",1,1,125,6570,98,27,23,23122,1,23122,23122,23122,68,23122,4.3,100,0.540610674,28.414497016,423.838768273,39.705882353,99.5
"2016",NA,"McDowell",19,1,199,12934,293,23,31,44866,19,44866,44866,44866,181,44866,42.3,5.263157895,0.443542995,28.828065796,653.055766059,12.70718232,69.1
"2016",NA,"Mecklenburg",166,62,1713,185586,1535,253,971,1056901,166,1056901,1056901,1056901,841,1056901,15.7,37.34939759,0.162077621,17.55944975,145.235930328,30.083234245,91.9
"2016",NA,"Mitchell",3,0,214,3989,84,51,19,14996,3,14996,14996,14996,100,14996,20,0,1.427047213,26.60042678,560.149373166,51,126.7
"2016",NA,"Montgomery",0,0,161,6492,118,26,31,27301,0,27301,27301,27301,51,27301,0,0,0.589721988,23.779348742,432.218600051,50.980392157,113.5
"2016",NA,"Moore",16,7,526,21080,394,26,137,95405,16,95405,95405,95405,67,95405,16.8,43.75,0.551333788,22.095278025,412.976259106,38.805970149,143.6
"2016",NA,"Nash",25,11,264,21778,249,15,68,93953,25,93953,93953,93953,55,93953,26.6,44,0.28099156,23.179674944,265.026130086,27.272727273,72.4
"2016",NA,"NC",1965,607,38081,2119273,32458,5980,10726,10154788,1965,10154788,10154788,10154788,16033,10154788,19.4,30.890585242,0.375005367,20.869692208,319.632472879,37.298072725,105.6
"2016",NA,"New Hanover",71,27,1511,48366,1081,237,316,224809,71,224809,224809,224809,571,224809,31.6,38.028169014,0.672126116,21.514263219,480.852634903,41.506129597,140.6
"2016",NA,"Northampton",2,0,51,4394,42,7,15,20127,2,20127,20127,20127,19,20127,9.9,0,0.253390967,21.831370795,208.674914294,36.842105263,74.5
"2016",NA,"Onslow",43,20,834,32494,529,1,141,192314,43,192314,192314,192314,364,192314,22.4,46.511627907,0.433665776,16.896325801,275.070977672,0.274725275,73.3
"2016",NA,"Orange",18,6,443,20151,375,73,94,142800,18,142800,142800,142800,135,142800,12.6,33.333333333,0.31022409,14.111344538,262.605042017,54.074074074,65.8
"2016",NA,"Pamlico",2,1,63,2838,119,14,21,12765,2,12765,12765,12765,21,12765,15.7,50,0.493537015,22.23266745,932.23658441,66.666666667,164.5
"2016",NA,"Pasquotank",7,6,123,9455,125,1,59,39392,7,39392,39392,39392,19,39392,17.8,85.714285714,0.312246141,24.0023355,317.323314379,5.263157895,149.8
"2016",NA,"Pender",19,8,354,13735,185,32,85,58771,19,58771,58771,58771,76,58771,32.3,42.105263158,0.602337888,23.37036974,314.781099522,42.105263158,144.6
"2016",NA,"Perquimans",2,2,43,3119,27,2,9,13402,2,13402,13402,13402,4,13402,14.9,100,0.320847635,23.272645874,201.462468288,50,67.2
"2016",NA,"Person",2,1,365,9952,221,76,41,39270,2,39270,39270,39270,117,39270,5.1,50,0.929462694,25.342500637,562.770562771,64.957264957,104.4
"2016",NA,"Pitt",27,6,743,35239,751,76,218,177171,27,177171,177171,177171,191,177171,15.2,22.222222222,0.419368858,19.889823955,423.884269999,39.790575916,123
"2016",NA,"Polk",5,1,156,3927,41,22,21,20414,5,20414,20414,20414,48,20414,24.5,20,0.764181444,19.236798276,200.842559028,45.833333333,102.9
"2016",NA,"Randolph",37,8,697,31309,747,55,248,143062,37,143062,143062,143062,145,143062,25.9,21.621621622,0.487201353,21.884917029,522.151235129,37.931034483,173.4
"2016",NA,"Richmond",6,2,320,14058,276,15,72,45012,6,45012,45012,45012,35,45012,13.3,33.333333333,0.710921532,31.231671554,613.169821381,42.857142857,160
"2016",NA,"Robeson",20,7,581,39742,561,336,199,133383,20,133383,133383,133383,495,133383,15,35,0.435587744,29.795401213,420.593328985,67.878787879,149.2
"2016",NA,"Rockingham",25,8,481,24818,365,137,117,91308,25,91308,91308,91308,247,91308,27.4,32,0.526788452,27.180531826,399.745914925,55.465587045,128.1
"2016",NA,"Rowan",43,19,770,32696,865,84,217,139410,43,139410,139410,139410,181,139410,30.8,44.186046512,0.552327667,23.453123879,620.471989097,46.408839779,155.7
"2016",NA,"Rutherford",17,4,285,17856,215,87,69,66286,17,66286,66286,66286,183,66286,25.6,23.529411765,0.429955043,26.937814923,324.352050207,47.540983607,104.1
"2016",NA,"Sampson",13,2,172,15320,85,66,40,63225,13,63225,63225,63225,162,63225,20.6,15.384615385,0.272044286,24.230921313,134.440490312,40.740740741,63.3
"2016",NA,"Scotland",6,0,148,10769,127,8,16,35309,6,35309,35309,35309,40,35309,17,0,0.419156589,30.499306126,359.681667564,20,45.3
"2016",NA,"Stanly",9,1,331,15774,252,4,65,60826,9,60826,60826,60826,39,60826,14.8,11.111111111,0.544175188,25.932989182,414.296517936,10.256410256,106.9
"2016",NA,"Stokes",16,1,226,11333,240,111,87,45920,16,45920,45920,45920,164,45920,34.8,6.25,0.492160279,24.679878049,522.648083624,67.682926829,189.5
"2016",NA,"Surry",16,3,430,19378,400,43,129,72008,16,72008,72008,72008,126,72008,22.2,18.75,0.597155872,26.910898789,555.493834018,34.126984127,179.1
"2016",NA,"Swain",1,0,225,5329,52,61,14,14190,1,14190,14190,14190,88,14190,7,0,1.585623679,37.554615927,366.455250176,69.318181818,98.7
"2016",NA,"Transylvania",8,1,229,7562,127,24,30,33393,8,33393,33393,33393,74,33393,24,12.5,0.685772467,22.645464618,380.319228581,32.432432432,89.8
"2016",NA,"Tyrrell",2,2,13,820,12,0,3,4024,2,4024,4024,4024,8,4024,49.7,100,0.32306163,20.377733598,298.210735586,0,74.6
"2016",NA,"Union",26,7,563,43070,416,70,193,226279,26,226279,226279,226279,145,226279,11.5,26.923076923,0.248807888,19.034024368,183.843838801,48.275862069,85.3
"2016",NA,"Vance",7,3,310,11471,370,8,58,44485,7,44485,44485,44485,56,44485,15.7,42.857142857,0.696864111,25.786220074,831.741036304,14.285714286,130.4
"2016",NA,"Wake",131,50,2497,183432,1340,171,757,1048335,131,1048335,1048335,1048335,940,1048335,12.5,38.167938931,0.238187221,17.497460258,127.821736372,18.191489362,72.2
"2016",NA,"Warren",2,0,41,3401,44,1,8,19884,2,19884,19884,19884,7,19884,10.1,0,0.206195936,17.104204385,221.283443975,14.285714286,40.2
"2016",NA,"Washington",2,0,54,3250,32,1,3,12070,2,12070,12070,12070,11,12070,16.6,0,0.447390224,26.926263463,265.12013256,9.090909091,24.9
"2016",NA,"Watauga",6,2,137,7483,111,26,27,54140,6,54140,54140,54140,85,54140,11.1,33.333333333,0.253047654,13.821573698,205.024011821,30.588235294,49.9
"2016",NA,"Wayne",21,8,411,26555,347,77,183,124269,21,124269,124269,124269,183,124269,16.9,38.095238095,0.330734133,21.368965711,279.232954317,42.076502732,147.3
"2016",NA,"Wilkes",31,5,675,16611,538,160,89,68581,31,68581,68581,68581,292,68581,45.2,16.129032258,0.984237617,24.220994153,784.473833861,54.794520548,129.8
"2016",NA,"Wilson",14,3,253,18185,203,20,117,81307,14,81307,81307,81307,54,81307,17.2,21.428571429,0.31116632,22.365847959,249.671000037,37.037037037,143.9
"2016",NA,"Yadkin",6,1,218,9817,229,30,59,37653,6,37653,37653,37653,75,37653,15.9,16.666666667,0.578971131,26.072291716,608.185270762,40,156.7
"2016",NA,"Yancey",4,1,154,4455,63,13,12,17610,4,17610,17610,17610,30,17610,22.7,25,0.874503123,25.298126065,357.751277683,43.333333333,68.1
"2017",NA,"Alamance",46,25,674,32123,623,54,237,163276,46,163276,163276,163276,131,163276,28.2,54.347826087,0.412797962,19.67404885,381.562507656,41.221374046,145.2
